DBN,School.Name,Grade,Category,Number.Tested.2013,Mean.Scale.Score.2013,Three.Four.2013,Three.Four.Per.2013,Number.Tested.2014,Mean.Scale.Score.2014,Three.Four.2014,Three.Four.Per.2014,Number.Tested.2015,Mean.Scale.Score.2015,Three.Four.2015,Three.Four.Per.2015,Number.Tested.2016,Mean.Scale.Score.2016,Three.Four.2016,Three.Four.Per.2016,Number.Tested.2017,Mean.Scale.Score.2017,Three.Four.2017,Three.Four.Per.2017
07X043,PS 043 JONAS BRONCK,5,All Students,62,289.90320000000003,14,22.58065,81,297.55560000000003,21,25.92593,62,287.04840000000002,10,16.12903,58,293.53449999999998,16,27.58621,67,287.73129999999998,12,17.91045
07X049,PS 049 WILLIS AVENUE,5,All Students,91,279.34070000000003,11,12.08791,94,280.03190000000001,7,7.446809,100,275.94,6,6,105,286.92380000000003,23,21.90476,100,301.74,36,36
07X065,PS 065 MOTHER HALE ACADEMY,5,All Students,45,289,11,24.44444,67,265.62689999999998,7,10.44776,57,275.66669999999999,5,8.77193,45,285.31110000000001,6,13.33333,51,294.49020000000002,12,23.52941
07X154,PS 154 JONATHAN D HYATT,5,All Students,90,281.42219999999998,1,1.111111,61,269.63929999999999,6,9.836066,57,292.8947,8,14.03509,55,298.90910000000002,15,27.27273,58,292.96550000000002,19,32.75862
07X157,PS 157 GROVE HILL,5,All Students,106,292.98110000000003,13,12.26415,96,294.7396,19,19.79167,88,290.03410000000002,7,7.954545,100,292.94,21,21,92,290.34780000000001,18,19.56522
07X161,PS 161 JUAN PONCE DE LEON SCHOOL,5,All Students,67,280.25369999999998,0,0,72,276.72219999999999,3,4.166667,73,289.36989999999997,10,13.69863,77,279.67529999999999,10,12.98701,52,298.15379999999999,14,26.92308
07X179,PS 179,5,All Students,53,291.18869999999998,7,13.20755,59,293.62709999999998,11,18.64407,50,289.77999999999997,9,18,46,292.4348,8,17.3913,48,291.1875,14,29.16667
07X277,PS 277,5,All Students,81,283.54320000000001,8,9.876543,66,283.697,4,6.060606,70,294.17140000000001,13,18.57143,66,290.71210000000002,16,24.24242,61,311.19670000000002,25,40.98361
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,5,All Students,41,279.60980000000001,4,9.756098,50,270.24,1,2,43,268.46510000000001,1,2.325581,35,255.28569999999999,2,5.714286,28,280.78570000000002,4,14.28571
08X014,PS X014 SENATOR JOHN CALANDRA,5,All Students,105,302.0095,32,30.47619,104,304.06729999999999,37,35.57692,118,307.77120000000002,46,38.98305,102,313.18630000000002,45,44.11765,93,309.03230000000002,40,43.01075
08X036,PS 036 UNIONPORT,5,All Students,118,303.63560000000001,30,25.42373,97,296.37110000000001,22,22.68041,96,309.47919999999999,39,40.625,103,300.3689,35,33.98058,107,299.3458,26,24.29907
08X048,PS 048 JOSEPH R DRAKE,5,All Students,112,290.66070000000002,18,16.07143,109,276.0917,9,8.256881,104,278.95190000000002,6,5.7692310000000004,93,272.33330000000001,10,10.75269,116,281.14659999999998,15,12.93103
08X062,PS 062 INOCENSIO CASANOVA,5,All Students,103,280.03879999999998,7,6.796117,98,283.21429999999998,12,12.2449,94,280.89359999999999,8,8.510638,109,288.88990000000001,22,20.18349,90,278.78890000000001,11,12.22222
08X069,PS 069 JOURNEY PREP SCHOOL,5,All Students,107,302.07479999999998,38,35.51402,76,296.17110000000002,13,17.10526,71,299.08449999999999,21,29.57746,89,297.9101,21,23.59551,78,313.51280000000003,36,46.15385
08X071,PS 071 ROSE E SCALA,5,All Students,203,299.78820000000002,61,30.04926,228,298.44299999999998,62,27.19298,191,302.50259999999997,54,28.27225,187,306.47590000000002,80,42.78075,199,301.92959999999999,64,32.1608
08X072,PS 072 DR WILLIAM DORNEY,5,All Students,120,288.9667,16,13.33333,129,291.96120000000002,20,15.50388,96,297.1875,20,20.83333,128,295.14839999999998,31,24.21875,117,293.5299,29,24.78632
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,5,All Students,86,289.8605,11,12.7907,77,296.38959999999997,19,24.67532,69,292.1884,12,17.3913,85,286.21179999999998,16,18.82353,85,285.57650000000001,18,21.17647
08X093,PS 093 ALBERT G OLIVER,5,All Students,53,291.5283,7,13.20755,40,291.22500000000002,4,10,55,288.56360000000001,10,18.18182,59,281.7627,12,20.33898,44,290.31819999999999,8,18.18182
08X100,PS 100 ISAAC CLASON,5,All Students,102,290.52940000000001,17,16.66667,98,290.19389999999999,19,19.38776,71,289.29579999999999,8,11.26761,99,294.43430000000001,28,28.28283,88,294.36360000000002,18,20.45455
08X107,PS 107,5,All Students,61,285.2131,6,9.836066,75,285.58670000000001,13,17.33333,75,285.33330000000001,8,10.66667,77,284.25970000000001,13,16.88312,82,288.81709999999998,19,23.17073
08X119,THE DR EMMETT W BASSETT SCHOOL,5,All Students,145,283.48970000000003,24,16.55172,134,291.44779999999997,22,16.41791,144,292.11110000000002,31,21.52778,161,287.40989999999999,44,27.32919,145,298.00689999999997,43,29.65517
08X130,PS 130 ABRAM STEVENS HEWITT,5,All Students,77,282.76620000000003,10,12.98701,74,279.48649999999998,6,8.108108,66,274.90910000000002,6,9.090909,70,276.38569999999999,6,8.571429,72,282.77780000000001,11,15.27778
08X138,PS 138 SAMUEL RANDALL,5,All Students,162,292.08640000000003,33,20.37037,139,286.1583,23,16.54676,121,286.13220000000001,19,15.70248,101,285.5446,15,14.85149,123,285.6748,21,17.07317
08X140,PS X140 THE EAGLE SCHOOL,5,All Students,92,281.65219999999999,8,8.695652,89,275.71910000000003,5,5.617978,90,280.21109999999999,8,8.888889,100,282.23,19,19,94,279.32979999999998,14,14.89362
08X146,PS 146 EDWARD COLLINS,5,All Students,62,289.19349999999997,8,12.90323,56,284.4821,5,8.928571,57,280.0351,6,10.52632,41,294.39019999999999,7,17.07317,45,285.82220000000001,9,20
08X152,PS 152 EVERGREEN,5,All Students,123,282.15449999999998,15,12.19512,141,287.00709999999998,16,11.34752,120,283.14170000000001,11,9.166667,133,288.25560000000002,28,21.05263,133,284.04509999999999,23,17.29323
08X182,PS 182,5,All Students,138,294.2826,31,22.46377,138,297.63040000000001,33,23.91304,110,298.51819999999998,31,28.18182,158,291.98099999999999,35,22.1519,149,296.95299999999997,43,28.85906
08X304,PS 304 EARLY CHILDHOOD SCHOOL,5,All Students,72,316.69439999999997,36,50,84,318.11900000000003,44,52.38095,74,316.16219999999998,41,55.40541,83,318.3614,46,55.42169,74,329.36489999999998,49,66.21622
08X333,PS 333  THE MUSEUM SCHOOL,5,All Students,49,282.44900000000001,6,12.2449,39,292.4615,5,12.82051,42,288.38099999999997,6,14.28571,61,283.50819999999999,5,8.196721,59,287.01690000000002,9,15.25424
08X335,THE ACADEMY OF THE ARTS,5,All Students,43,280.20929999999998,8,18.60465,33,282.57580000000002,2,6.060606,39,288.1026,5,12.82051,37,295.32429999999999,9,24.32432,41,297.07319999999999,8,19.5122
09X004,PSMS 004 CROTONA PARK WEST,5,All Students,47,299.1277,14,29.78723,40,281.47500000000002,5,12.5,44,276.47730000000001,1,2.272727,61,276.52460000000002,9,14.7541,52,288.23079999999999,10,19.23077
09X011,PS 011 HIGHBRIDGE,5,All Students,117,285.17950000000002,22,18.80342,115,275.8,6,5.217391,121,285.94209999999998,16,13.22314,121,292.35539999999997,37,30.57851,98,295.09179999999998,29,29.59184
09X028,PS 028 MOUNT HOPE,5,All Students,108,290.72219999999999,13,12.03704,122,289.90159999999997,21,17.21311,84,289.46429999999998,20,23.80952,100,289.77999999999997,27,27,121,285.13220000000001,24,19.83471
09X035,PS 035 FRANZ SIEGEL,5,All Students,103,298.30099999999999,19,18.4466,109,295.33940000000001,20,18.34862,86,289.60469999999998,11,12.7907,107,293.28039999999999,27,25.23364,118,291.661,24,20.33898
09X042,PS 042 CLAREMONT,5,All Students,71,288.1549,6,8.450704,62,277.03230000000002,3,4.83871,50,289.48,10,20,62,282.22579999999999,7,11.29032,59,292.93220000000002,12,20.33898
09X053,PS 053 BASHEER QUISIM,5,All Students,211,299.673,54,25.59242,188,291.17020000000002,35,18.61702,202,296.31189999999998,44,21.78218,189,298.06880000000001,58,30.68783,171,307.70179999999999,70,40.93567
09X055,PS 055 BENJAMIN FRANKLIN,5,All Students,82,277.7439,1,1.219512,78,269.42309999999998,3,3.846154,107,278.17759999999998,9,8.411215,102,273.27449999999999,13,12.7451,110,271.60000000000002,9,8.181818
09X058,PS 058,5,All Students,72,272.88889999999998,7,9.722222,68,273.77940000000001,5,7.352941,51,270.64710000000002,4,7.843137,57,273.8947,6,10.52632,51,283.2353,9,17.64706
09X063,PS 063 AUTHOR S ACADEMY,5,All Students,84,302.03570000000002,22,26.19048,76,296.17110000000002,15,19.73684,59,296.9153,12,20.33898,81,298.2346,24,29.62963,76,297.5,19,25
09X070,PS 070 MAX SCHOENFELD,5,All Students,204,274.55880000000002,12,5.882353,216,275.50459999999998,22,10.18519,189,268.6508,11,5.820106,215,274.73950000000002,18,8.372093,213,268.31920000000002,13,6.103286
09X073,PS 073 BRONX,5,All Students,89,284.11239999999998,7,7.865169,127,281.19690000000003,11,8.661417,127,275.33859999999999,8,6.299213,111,275.63060000000002,15,13.51351,98,282.37759999999997,11,11.22449
09X109,PS 109 SEDGWICK,5,All Students,121,294.10739999999998,24,19.83471,101,285.8218,11,10.89109,128,283.15629999999999,18,14.0625,121,285.27269999999999,21,17.35537,115,286.90429999999998,27,23.47826
09X110,PS 110 THEODORE SCHOENFELD,5,All Students,63,297.39679999999998,16,25.39683,46,285.45650000000001,5,10.86957,63,281.07940000000002,15,23.80952,69,283.2174,7,10.14493,67,286.9701,12,17.91045
09X114,PS X114  LUIS LLORENS TORRES SCHOOLS,5,All Students,142,283.02820000000003,15,10.56338,146,271.4932,13,8.90411,154,273.49349999999998,13,8.441558,129,274.49610000000001,14,10.85271,132,279.6515,20,15.15152
09X126,PS 126 DR MARJORIE H DUNBAR,5,All Students,96,284.1146,6,6.25,91,287.91210000000001,10,10.98901,83,284.37349999999998,8,9.638554,100,293.02999999999997,26,26,80,289.875,20,25
09X132,PS 132 GARRET A MORGAN,5,All Students,71,282.5915,5,7.042254,73,277.4932,3,4.109589,66,286.90910000000002,7,10.60606,59,282.59320000000002,7,11.86441,64,270.89060000000001,7,10.9375
09X163,PS 163 ARTHUR A SCHOMBURG,5,All Students,94,281.08510000000001,10,10.6383,88,279.13639999999998,4,4.545455,92,283.29349999999999,11,11.95652,86,302.56979999999999,31,36.04651,80,289.8125,15,18.75
09X199,PS 199X  THE SHAKESPEARE SCHOOL,5,All Students,106,289.39620000000002,24,22.64151,88,283.625,13,14.77273,116,278.4914,10,8.62069,122,282.3279,19,15.57377,111,278.74770000000001,16,14.41441
09X204,PS 204 MORRIS HEIGHTS,5,All Students,82,295.0976,15,18.29268,73,296.26029999999997,12,16.43836,81,291.32100000000003,10,12.34568,87,298.83909999999997,21,24.13793,76,308.30259999999998,28,36.84211
09X218,PSIS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,5,All Students,84,301.61900000000003,19,22.61905,83,296.4819,16,19.27711,94,296.9787,21,22.34043,106,289.21699999999998,23,21.69811,106,295.04719999999998,31,29.24528
09X443,THE FAMILY SCHOOL,5,All Students,93,272.33330000000001,4,4.301075,86,274.20929999999998,8,9.302326,70,272.51429999999999,7,10,78,283.79489999999998,12,15.38462,71,288.54930000000002,15,21.12676
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,5,All Students,86,283.6395,14,16.27907,106,279.68869999999998,9,8.490566,80,279.89999999999998,10,12.5,89,283.7978,18,20.22472,90,282.21109999999999,14,15.55556
10X003,PS 3 RAUL JULIA MICRO SOCIETY,5,All Students,24,295.91669999999999,4,16.66667,19,286.63159999999999,1,5.263158,24,276.25,1,4.166667,20,316.85000000000002,10,50,30,305.9667,10,33.33333
10X007,MILTON FEIN SCHOOL,5,All Students,117,303.08550000000002,39,33.33333,145,296.10340000000002,35,24.13793,146,302.589,47,32.19178,150,309.5933,74,49.33333,157,308.31849999999997,69,43.94904
10X008,PS 008 ISAAC VARIAN,5,All Students,200,297.14,46,23,207,295.04349999999999,51,24.63768,164,299.20119999999997,46,28.04878,132,294.9545,35,26.51515,193,294.16579999999999,48,24.87047
10X009,PS 9 RYER AVENUE ELEMENTARY SCHOOL,5,All Students,113,284.66370000000001,11,9.734513,113,272.9735,11,9.734513,120,284.14170000000001,15,12.5,118,283.0847,16,13.55932,126,279.23020000000002,23,18.25397
10X015,PS X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,5,All Students,61,299,17,27.86885,62,285.82260000000002,12,19.35484,61,291.96719999999999,9,14.7541,48,300.58330000000001,14,29.16667,55,303.6909,21,38.18182
10X020,PSMS 20 POGEORGE J WERDANN III,5,All Students,103,292.40780000000001,23,22.3301,92,292.80430000000001,19,20.65217,129,290.06979999999999,16,12.4031,137,290.3066,20,14.59854,120,295.38330000000002,31,25.83333
10X024,PS 024 SPUYTEN DUYVIL,5,All Students,139,316.51799999999997,67,48.20144,148,317.15539999999999,82,55.40541,124,311.44349999999997,50,40.32258,122,318.959,66,54.09836,138,318.95650000000001,71,51.44928
10X032,PS 032 BELMONT,5,All Students,117,295.83760000000001,17,14.52991,122,301.95080000000002,35,28.68852,132,287.42419999999998,16,12.12121,126,289.34129999999999,24,19.04762,126,300.19049999999999,45,35.71429
10X033,PS 033 TIMOTHY DWIGHT,5,All Students,156,283.71789999999999,19,12.17949,129,280.2713,13,10.07752,136,278.75,10,7.352941,164,280.30489999999998,15,9.146341,128,282.61720000000003,18,14.0625
10X037,PS X037  MULTIPLE INTELLIGENCE SCHOOL,5,All Students,75,295.45330000000001,12,16,81,283.53089999999997,10,12.34568,69,279.11590000000001,6,8.695652,74,293.16219999999998,18,24.32432,67,284.791,8,11.9403
10X046,PS 046 EDGAR ALLAN POE,5,All Students,191,276.88479999999998,25,13.08901,183,269.42619999999999,12,6.557377,203,274.4631,16,7.881773,148,258.40539999999999,13,8.783784,152,264.98680000000002,20,13.15789
10X051,PS 051 BRONX NEW SCHOOL,5,All Students,35,302.34289999999999,8,22.85714,37,319.51350000000002,21,56.75676,39,295.28210000000001,6,15.38462,28,296.21429999999998,10,35.71429,28,303.53570000000002,8,28.57143
10X054,PSIS 54,5,All Students,64,279.46879999999999,4,6.25,65,284.36919999999998,6,9.230769,66,290.18180000000001,8,12.12121,79,275.7595,10,12.65823,63,277.25400000000002,6,9.52381
10X056,PS 056 NORWOOD HEIGHTS,5,All Students,97,298.88659999999999,23,23.71134,117,313.36750000000001,51,43.58974,89,315.3596,39,43.82022,132,303.8485,48,36.36364,127,302.97640000000001,48,37.79528
10X059,PS 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,5,All Students,106,280.66039999999998,9,8.490566,75,276.17329999999998,4,5.333333,53,288.43400000000003,9,16.98113,80,283.5625,10,12.5,88,286.09089999999998,12,13.63636
10X081,PS 081 ROBERT J CHRISTEN,5,All Students,85,314.61180000000002,41,48.23529,95,304.3263,29,30.52632,75,308.88,29,38.66667,75,315.30669999999998,38,50.66667,77,324.35059999999999,46,59.74026
10X085,PS 085 GREAT EXPECTATIONS,5,All Students,176,272.13639999999998,10,5.681818,159,270.5283,6,3.773585,162,264.01229999999998,3,1.851852,159,271.33960000000002,6,3.773585,155,271.70319999999998,13,8.387097
10X086,PS 086 KINGSBRIDGE HEIGHTS,5,All Students,246,295.03660000000002,51,20.73171,217,295.25349999999997,52,23.96313,208,294.101,57,27.40385,224,293.16520000000003,62,27.67857,252,296.5437,78,30.95238
10X091,PS 091 BRONX,5,All Students,100,285.70999999999998,15,15,93,274.81720000000001,11,11.82796,64,290.21879999999999,12,18.75,90,276.8,13,14.44444,111,294.66669999999999,32,28.82883
10X094,PS 094 KINGS COLLEGE SCHOOL,5,All Students,159,281.07549999999998,25,15.72327,180,279.22219999999999,20,11.11111,186,276.05380000000002,9,4.83871,172,280.52910000000003,21,12.2093,182,279.1703,23,12.63736
10X095,PS 095 SHEILA MENCHER,5,All Students,105,291.05709999999999,19,18.09524,118,291.22879999999998,27,22.88136,125,294.72800000000001,23,18.4,128,295.32029999999997,32,25,123,302.47969999999998,41,33.33333
10X159,PS 159 LUIS MUNOZ MARIN BILING,5,All Students,35,297.51429999999999,7,20,34,291.94119999999998,4,11.764709999999999,30,290.73329999999999,5,16.66667,40,283.22500000000002,5,12.5,24,300.54169999999999,7,29.16667
10X205,PS 205 FIORELLO LAGUARDIA,5,All Students,142,294.11970000000002,27,19.01408,146,292.15069999999997,21,14.38356,156,292.75639999999999,25,16.02564,153,288.8562,29,18.95425,168,294.6429,29,17.2619
10X226,PS 226,5,All Students,72,282.84719999999999,8,11.11111,63,288.01589999999999,4,6.349206,72,292.47219999999999,10,13.88889,71,295.36619999999999,23,32.39437,73,288.1096,9,12.32877
10X246,PS 246 POE CENTER,5,All Students,100,281.70999999999998,10,10,98,278.05099999999999,10,10.20408,114,282.26319999999998,14,12.2807,108,278.83330000000001,7,6.481481,110,270.40910000000002,12,10.90909
10X279,PS 279 CAPTAIN MANUEL RIVERA JR,5,All Students,91,278.59339999999997,4,4.395604,94,277.25529999999998,8,8.510638,108,284.98149999999998,18,16.66667,100,269.77,12,12,105,288.95240000000001,22,20.95238
10X280,PSMS 280 MOSHOLU PARKWAY,5,All Students,75,294.60000000000002,17,22.66667,88,298,22,25,102,295.75490000000002,27,26.47059,126,292.16669999999999,23,18.25397,91,298.69229999999999,29,31.86813
10X306,PS 306,5,All Students,112,281.4375,7,6.25,119,276.89080000000001,6,5.042017,108,289.9074,21,19.44444,107,280.28039999999999,15,14.01869,121,291.13220000000001,26,21.4876
10X307,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY,5,All Students,33,300.51519999999999,6,18.18182,55,296.94549999999998,11,20,59,289.86439999999999,12,20.33898,54,286.66669999999999,11,20.37037,56,300.1429,15,26.78571
10X310,PS 310 MARBLE HILL,5,All Students,100,280.94,13,13,104,288.19229999999999,17,16.34615,99,279.57580000000002,5,5.050505,115,286.81740000000002,25,21.73913,97,278.59789999999998,10,10.30928
10X315,PS 315 LAB SCHOOL,5,All Students,24,296.29169999999999,4,16.66667,23,297.69569999999999,6,26.08696,29,296.93099999999998,6,20.68966,28,308.6429,10,35.71429,28,311.92860000000002,12,42.85714
10X340,PS 340,5,All Students,70,275.28570000000002,3,4.285714,76,300.1053,19,25,89,288.61799999999999,14,15.73034,83,293.44580000000002,21,25.3012,83,291.59039999999999,13,15.66265
10X344,AMPARK NEIGHBORHOOD,5,All Students,22,316.36360000000002,10,45.45455,18,310.55560000000003,8,44.44444,40,314.55,20,50,44,310.02269999999999,21,47.72727,72,296.69439999999997,17,23.61111
10X360,PS 360,5,All Students,45,290.8,7,15.55556,69,289.971,11,15.94203,58,285.34480000000002,9,15.51724,57,275.91230000000002,10,17.54386,66,286.93939999999998,16,24.24242
10X382,ELEMENTARY SCHOOL FOR MATH SCIENCE AND TECHNOLOGY,5,All Students,74,287.51350000000002,6,8.108108,58,286.15519999999998,1,1.724138,44,283.34089999999998,7,15.90909,53,280.64150000000001,9,16.98113,44,270.09089999999998,1,2.272727
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,5,All Students,61,295.95080000000002,16,26.22951,52,279.80770000000001,5,9.615385,66,276.303,5,7.575758,66,276.51519999999999,8,12.12121,72,289.26389999999998,14,19.44444
10X396,PS 396,5,All Students,40,287.85000000000002,4,10,54,278.55560000000003,4,7.407407,51,287.35289999999998,8,15.68627,47,292.61700000000002,10,21.2766,53,293.81130000000002,14,26.41509
11X016,PS 016 WAKEFIELD,5,All Students,87,285.93099999999998,6,6.896552,81,288.8519,13,16.04938,91,286.84620000000001,12,13.18681,81,290.7407,12,14.81481,65,291.38459999999998,11,16.92308
11X019,PS 019 JUDITH K WEISS,5,All Students,48,307.10419999999999,18,37.5,61,305.63929999999999,22,36.06557,48,312.10419999999999,19,39.58333,60,302.25,20,33.33333,50,309.33999999999997,17,34
11X021,PS 021 PHILIP H SHERIDAN,5,All Students,144,289.02780000000001,17,11.80556,99,283.80810000000002,10,10.10101,102,282.01960000000003,11,10.78431,102,283.50979999999998,15,14.70588,104,295.2115,23,22.11538
11X041,PS 041 GUN HILL ROAD,5,All Students,134,289.76870000000002,23,17.164180000000002,136,288.125,33,24.26471,133,293.3383,32,24.06015,158,288.02530000000002,41,25.94937,145,299.17930000000001,51,35.17241
11X068,PS 068 BRONX,5,All Students,138,283.5797,11,7.971014,130,293.93849999999998,23,17.69231,105,291.96190000000001,18,17.14286,131,295.61070000000001,42,32.06107,128,298.22660000000002,36,28.125
11X076,PS 076 THE BENNINGTON SCHOOL,5,All Students,201,286.8109,29,14.42786,178,290.11239999999998,28,15.73034,166,284.33730000000003,27,16.26506,177,276.435,23,12.99435,164,282.56709999999998,35,21.34146
11X078,PS 078 ANNE HUTCHINSON,5,All Students,108,289.5926,17,15.74074,117,282.80340000000001,10,8.547009,114,287.18419999999998,12,10.52632,103,287.67959999999999,19,18.4466,124,295.34679999999997,37,29.83871
11X083,PS 083 DONALD HERTZ,5,All Students,163,302.03680000000003,59,36.19632,191,301.18849999999998,56,29.31937,190,299.16840000000002,57,30,182,299.09339999999997,59,32.41758,161,294.96269999999998,44,27.32919
11X087,PS 087 BRONX,5,All Students,102,294.51960000000003,20,19.60784,96,283.46879999999999,8,8.333333,101,292.81189999999998,16,15.84158,106,297.5283,27,25.4717,118,294.75420000000003,28,23.72881
11X089,PS 089 BRONX,5,All Students,113,290.11500000000001,20,17.69912,132,285.93180000000001,19,14.39394,124,278.19349999999997,13,10.48387,107,284.58879999999999,24,22.42991,123,291.00810000000001,35,28.45528
11X096,PS 096 RICHARD RODGERS,5,All Students,161,300.1429,34,21.11801,147,292.82990000000001,31,21.08844,169,291.4083,42,24.85207,165,297.16969999999998,43,26.06061,167,290.1737,37,22.15569
11X097,PS 097 BRONX,5,All Students,121,305.89260000000002,43,35.53719,114,289.66669999999999,26,22.80702,98,297.79590000000002,25,25.5102,101,293.7921,19,18.81188,103,301.87380000000002,31,30.09709
11X103,PS 103 HECTOR FONTANEZ,5,All Students,166,287.79520000000002,20,12.04819,143,290.07690000000002,23,16.08392,158,292.07589999999999,25,15.82278,147,290.8503,33,22.44898,165,294.05450000000002,44,26.66667
11X105,PS 105 SEN ABRAHAM BERNSTEIN,5,All Students,228,293.3202,44,19.29825,224,290.87049999999999,34,15.17857,207,293.99520000000001,40,19.32367,210,294.90949999999998,59,28.09524,190,296.2842,56,29.47368
11X106,PS 106 PARKCHESTER,5,All Students,188,299.70209999999997,43,22.87234,174,290.95400000000001,30,17.24138,177,294.68360000000001,39,22.0339,203,299.77339999999998,63,31.03448,164,298.75,56,34.14634
11X108,PS 108 PHILIP J ABINANTI,5,All Students,91,308.09890000000001,34,37.36264,68,299.89710000000002,18,26.47059,66,309.06060000000002,25,37.87879,81,314.50619999999998,35,43.20988,63,307.15870000000001,21,33.33333
11X111,PS 111 SETON FALLS,5,All Students,92,285.4348,7,7.608696,89,283.22469999999998,12,13.48315,85,282.51760000000002,14,16.47059,119,281.28570000000002,9,7.563025,100,279.02,10,10
11X112,PS 112 BRONXWOOD,5,All Students,83,272.21690000000001,3,3.614458,79,276.78480000000002,5,6.329114,69,278.7826,1,1.449275,66,277.74239999999998,4,6.060606,52,275.67309999999998,1,1.923077
11X121,PS 121 THROOP,5,All Students,139,305.20859999999999,44,31.65468,166,298.99400000000003,45,27.10843,158,295.44299999999998,35,22.1519,146,294.95890000000003,37,25.34247,151,290.47680000000003,42,27.81457
11X153,PS 153 HELEN KELLER,5,All Students,111,315.83780000000002,49,44.14414,92,303.47829999999999,33,35.86957,83,301.8193,22,26.50602,122,309.59840000000003,54,44.2623,128,309.78129999999999,54,42.1875
11X160,PS 160 WALT DISNEY,5,All Students,63,295.30160000000001,10,15.87302,64,294.90629999999999,16,25,45,289.26670000000001,10,22.22222,47,291.4468,13,27.65957,64,300.8125,21,32.8125
11X175,PS 175 CITY ISLAND,5,All Students,29,320.68970000000002,16,55.17241,35,299.60000000000002,7,20,43,308.90699999999998,18,41.86047,38,298.68419999999998,9,23.68421,22,285.09089999999998,4,18.18182
11X178,PS 178  DR SELMAN WAKSMAN,5,All Students,68,299.02940000000001,19,27.94118,70,300.3143,14,20,74,297.83780000000002,17,22.97297,92,295.70650000000001,18,19.56522,94,301.22340000000003,29,30.85106
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,5,All Students,58,297.32760000000002,13,22.41379,56,287,9,16.07143,58,289.8621,10,17.24138,50,287.10000000000002,13,26,58,298.34480000000002,14,24.13793
11X194,PSMS 194,5,All Students,155,298.5677,36,23.22581,152,296.19740000000002,43,28.28947,151,293.95359999999999,37,24.50331,157,288.43950000000001,39,24.84076,164,294.60980000000001,51,31.09756
12X006,PS 006 WEST FARMS,5,All Students,77,279.75319999999999,6,7.792208,76,277.90789999999998,5,6.578947,79,275.3544,5,6.329114,90,273.06670000000003,11,12.22222,75,278.2133,11,14.66667
12X044,PS 044 DAVID C FARRAGUT,5,All Students,40,288.67500000000001,8,20,28,277.82139999999998,3,10.71429,48,288.85419999999999,9,18.75,41,270.95119999999997,2,4.878049,32,287.4375,6,18.75
12X047,PS 047 JOHN RANDOLPH,5,All Students,175,288.72000000000003,23,13.14286,181,280.20440000000002,19,10.49724,161,281.34160000000003,18,11.18012,167,277.65269999999998,23,13.77246,179,281.9162,29,16.20112
12X057,PS 057 CRESCENT,5,All Students,78,292.0641,20,25.64103,82,285.60980000000001,11,13.41463,67,288.1343,11,16.41791,96,290.35419999999999,16,16.66667,69,287.1739,14,20.28986
12X061,PS 061 FRANCISCO OLLER,5,All Students,59,286.89830000000001,9,15.25424,55,293.18180000000001,9,16.36364,62,292.17739999999998,12,19.35484,50,287.82,12,24,51,283.72550000000001,8,15.68627
12X066,PS 066 SCHOOL OF HIGHER EXPECTATIONS,5,All Students,76,287.11840000000001,8,10.52632,75,284.06670000000003,3,4,84,282.01190000000003,8,9.52381,72,283.04169999999999,10,13.88889,105,271.59050000000002,7,6.666667
12X067,PS 067 MOHEGAN SCHOOL,5,All Students,109,279.75229999999999,13,11.92661,107,279.95330000000001,6,5.607477,80,277.28750000000002,5,6.25,92,280.13040000000001,12,13.04348,83,279.78309999999999,11,13.25301
12X092,PS 092 BRONX,5,All Students,61,277.44260000000003,5,8.196721,67,266.16419999999999,4,5.970149,70,272.47140000000002,3,4.285714,61,268.93439999999998,4,6.557377,50,274.98,3,6
12X134,PS 134 GEORGE F BRISTOW,5,All Students,79,293.55700000000002,16,20.25316,98,292.43880000000001,24,24.4898,79,281.1266,10,12.65823,102,289.07839999999999,19,18.62745,91,292.1429,22,24.17582
12X150,PS 150 CHARLES JAMES FOX,5,All Students,125,281.50400000000002,11,8.8,143,282.86709999999999,22,15.38462,115,276.32170000000002,14,12.17391,134,289.24630000000002,29,21.64179,118,278.25420000000003,15,12.71186
12X195,PS 195,5,All Students,114,282.19299999999998,7,6.140351,111,276.77480000000003,7,6.306306,119,280.55459999999999,11,9.243697,118,271.95760000000001,11,9.322034,159,267.56599999999997,9,5.660377
12X196,PS 196,5,All Students,136,291.16180000000003,22,16.17647,145,287.04829999999998,21,14.48276,124,282.47579999999999,19,15.32258,145,277.32409999999999,17,11.72414,128,279.05470000000003,20,15.625
12X211,PS 211,5,All Students,61,282.06560000000002,10,16.39344,32,276.8125,2,6.25,36,288.83330000000001,6,16.66667,54,283.57409999999999,6,11.11111,40,275.8,6,15
12X212,PS 212,5,All Students,30,268.93329999999997,0,0,33,290.06060000000002,4,12.12121,35,290.94290000000001,3,8.571429,33,290.75760000000002,7,21.21212,38,281.07889999999998,3,7.894737
